TimeStamp,Temperature_C,Humidity_%,Vibration_mms,Power_kW
0,52.0,67.26014996200821,0.9858570648850262,2.851747596928797
1,38.0,30.764558802153477,0.6308431270709154,4.516673699920648
2,40.0,67.88842648469824,0.827744910344461,4.468097356037132
3,59.0,60.993799501204734,0.9115755888759034,3.965302140947628
4,21.0,13.672178874522034,1.003461321235018,3.129330859929517
5,38.0,98.54904309145932,0.7832816439038957,4.013765518607896
6,52.0,73.9934126491832,0.9236901451500836,2.243677789661636
7,32.0,45.74255675791446,0.5621763428278661,4.626862612422737
8,31.0,64.88961955524124,1.3093706979605897,4.774874250902292
9,22.0,65.43367391669324,0.9022873216012468,3.856990615724023
10,20.0,7.352658511035514,1.1099606612617428,2.316676758284497
11,15.0,15.150968401901888,0.7329671893993934,1.885582391779797
12,33.0,52.32431913406788,0.9382618866321116,3.1446976250141394
13,34.28526645768025,58.989630180010366,0.8285056968264674,2.972285825920012
14,23.0,12.64383272222024,0.7910077585799843,1.685835814190936
15,43.0,93.3129275666813,1.3567381669866296,3.5470920608710603
16,27.0,3.7760194247335783,1.0017219616749695,3.771494267866671
17,39.0,8.154099165866835,0.8380320221693336,2.9836851558857167
18,24.0,47.48394595365838,1.3467880984048186,4.4465657271172825
19,34.28526645768025,94.33687621663228,1.4141617224786076,1.6503999075199536
20,50.0,22.858208606209207,0.5075711181530347,3.6647052704083065
21,13.0,97.19793116015563,1.4537449995856755,4.47265229412529
22,56.0,40.58523656978018,0.9539325862596708,4.02813687875401
23,11.0,99.46188674333068,1.436646430070851,1.7877376205584694
24,16.0,24.6618898281169,1.1779922240345126,1.6217486251660902
25,25.0,31.11059044116544,0.5957230465056671,2.9836851558857167
26,19.0,56.36600039547204,1.448568979776151,1.4896075268893036
27,34.28526645768025,48.36883440874636,1.4137196659911506,2.5286117025794845
28,59.0,48.66934233885898,0.5010119129509422,3.693221954569969
29,38.0,74.23286130606321,1.4237181612051957,1.6807696064744948
30,37.0,28.39801326829874,0.9277617513058328,3.705941593004548
31,28.0,48.36883440874636,0.6661306869874745,3.076386042931019
32,56.0,99.44847072577468,0.5178338470101235,1.972289162881427
33,30.0,64.25161524091652,0.5076093713271029,4.9659640003949175
34,12.0,37.396532189030985,0.6313691458137874,3.927170864532431
35,10.0,48.36883440874636,0.697661838926742,3.764892377653311
36,23.0,54.681312973914906,0.9624081317133388,1.4456875302099903
37,30.0,37.365451292526416,1.1518853302839362,4.054409733992988
38,26.0,48.36883440874636,0.6031676496934019,4.408770550001696
39,44.0,17.202555594904688,0.6624589688135324,3.275183871705801
40,54.0,75.72586879378574,0.7367133144041507,2.9836851558857167
41,58.0,39.48799933123303,1.3637648126132706,2.224878006448213
42,53.0,62.25964512328932,0.7034782569826836,3.515076780983783
43,60.0,3.149409770765055,0.916715047017502,4.188548619554686
44,16.0,29.6385251062968,1.28877135579188,3.307373971589052
45,51.0,29.013945354114945,1.467236732186619,3.525777950711786
46,58.0,68.89870254639534,1.1214890960678374,2.538395230583596
47,34.0,80.79351643423787,1.4034535544325035,1.1267941206312804
48,24.0,44.22749020840351,0.6971115824849716,1.2375873440642633
49,34.0,87.89395671468905,1.253223996881127,4.550465543149612
50,53.0,33.115345061189046,0.8570005447191268,3.698247878564918
51,46.0,98.58145795492956,0.6191943041332517,1.1152040522631306
52,25.0,53.69648473189545,0.6695459468641094,2.7783499732200907
53,22.0,19.967438391185453,1.322910004983447,1.7517120192342048
54,42.0,22.71457202040913,1.1591437810476533,3.4239480408185727
55,56.0,2.107059436355063,1.4937876539121822,2.187346488780926
56,42.0,11.949977055699756,1.307249235877932,1.97749984205142
57,12.0,0.9673507818667382,1.3343132827534556,2.9836851558857167
58,33.0,72.7471179182209,1.3225666576870845,4.398931375796524
59,23.0,65.50352855577509,1.1112531965801526,4.127266670802218
60,29.0,25.530315498596117,0.8830970478312102,4.36480186636172
61,31.0,81.18985034691438,1.062998807412709,3.681215075017533
62,55.0,96.73164547319676,0.5713996597874614,1.6855856543230154
63,56.0,93.9133614829006,1.3064860973838788,4.341300293554024
64,18.0,93.34226087680273,1.1853080724693503,3.8198685276070177
65,20.0,3.269863768875769,0.8255110436585601,3.729704423455889
66,42.0,27.61702122828511,0.7826715061704541,3.3153194672321327
67,57.0,43.85949572818792,0.5186030944658304,2.994249589267541
68,11.0,14.79889796147903,0.8636115446448654,1.3037397881785004
69,17.0,14.356647707121772,0.6645025213829072,3.2084604141836763
70,26.0,46.85987543677279,0.712186142105242,2.5595032792690158
71,14.0,98.66815191134972,0.5034841113224864,2.974636462144413
72,46.0,35.954133683734646,1.0158788764549258,3.3283734432436742
73,17.0,52.78495939624408,0.948626800006082,4.409007751034073
74,31.0,44.55698613517479,0.5250138691310202,2.4274842375687764
75,47.0,57.95977816509984,0.9555059752830348,4.293062169779404
76,55.0,29.406927211037427,0.8571025014518087,2.4993254751837823
77,47.0,25.8313649012605,1.2345951430746052,2.340734561300063
78,53.0,23.27972704974516,1.3210640614887137,2.9836851558857167
79,19.0,95.00921605988518,0.6666247005797479,3.5497518633349365
80,51.0,36.65226296005277,1.058567307957054,1.2401936347452085
81,37.0,96.8293426328187,0.8782708322218582,3.033589122310154
82,38.0,34.7060694930603,0.6665681876306122,1.2175504489634197
83,53.0,-2.0214683228768706,0.9080136810224874,4.46053177456192
84,26.0,4.573267723346374,1.4239957459825898,2.5681555974598864
85,18.0,48.36883440874636,1.408015415933864,4.676650802743922
86,23.0,48.44348505654183,0.5863400191376912,1.7950569104647989
87,26.0,77.43863003389797,1.3159097300275686,1.7375509289148998
88,41.0,47.830976824365344,1.2573079110239775,4.733454100738715
89,50.0,5.55151657055254,0.5285454132276073,4.432374145216732
90,12.0,15.628000065739588,0.6334290367452513,3.3042723900213207
91,50.0,0.0792821342171956,1.035888438359669,1.3963262945431714
92,23.0,67.54059514833597,0.9544629180660864,3.421716672199962
93,11.0,87.52054001842224,1.3041407017457112,2.042083651215193
94,19.0,35.84991621865194,1.3137732656175063,1.5236250745141149
95,52.0,13.494501941803282,1.003461321235018,3.65270346672916
96,57.0,94.85011441529268,1.089988188645337,3.213730203137988
97,28.0,59.25423440005228,1.4380858899743405,3.4502598762232304
98,52.0,50.05886952252004,1.2406294785260137,1.5870917690778137
99,35.0,48.36883440874636,0.6984868449191249,2.514677908526726
100,52.0,55.509050890450574,0.8656042117195404,4.679195275485537
101,54.0,15.520789091611176,0.9990134416268254,2.44714876529687
102,42.0,15.085244724134162,0.9922474247847316,3.9817065682402015
103,18.0,21.727511594614125,0.8141543417279523,1.4575070980353466
104,34.28526645768025,66.03039617025053,1.2151333670511186,3.188225920648055
105,-10.0,59.0111427204319,1.451541747220312,3.253981398871284
106,17.0,54.245829391957415,1.0837051514536062,2.191280734699619
107,19.0,98.23544500941044,1.3605583339260587,3.219150652346053
108,21.0,49.81252402214482,0.5045068448879846,3.511511943837065
109,58.0,83.48069545510704,0.5390550837143103,2.9746591232923283
110,48.0,78.13919997557028,0.893339599193821,4.299025618243372
111,18.0,50.19901501002134,0.6907015971305978,4.810843922760769
112,33.0,71.6229440259134,0.6281292206530849,2.318366826665708
113,11.0,39.736390186987016,0.8082906161942495,2.2696660598911382
114,32.0,48.36883440874636,1.4408883513049169,3.843093026073467
115,27.0,66.00953606704655,1.1002786589783384,1.0978335788784408
116,23.0,74.730576391249,0.6345446934390496,3.104284205321418
117,29.0,47.629176255016816,0.8167827306906619,4.514030837056545
118,59.0,50.38919454649109,1.0239291730467346,4.982913052967167
119,40.0,68.59579394263244,1.003461321235018,1.3332668253694688
120,16.0,70.47269934581163,0.7417649281516662,2.6458443391328066
121,22.0,61.287983893439865,1.1944598270159894,1.525524061954052
122,50.0,72.81986567959436,0.8556720820679204,4.429248443433832
123,47.0,95.21206044785484,0.7246588542833666,2.0703871614657503
124,58.0,7.043181698450862,1.1180372541362231,3.834341850745489
125,32.0,96.27330777459366,0.7681382841505395,1.972399649748204
126,15.0,79.98054159192738,1.0504157024637313,3.8883253040903214
127,42.0,65.37718604912173,0.7254479994364739,2.959466006642657
128,51.0,9.458761178821195,1.1496244187468976,1.2239819759388997
129,23.0,81.78366747786515,1.4149902430918728,1.0153014321474507
130,15.0,27.85266208445295,1.4044548336429596,4.832428689730506
131,15.0,96.854869780313,1.3993115470735973,2.823570489284758
132,39.0,22.274938759822337,0.8206574186617326,2.6311816011749696
133,45.0,52.40338524066704,1.1832245121686245,1.9437952673092356
134,54.0,53.36292658776832,1.0824670557722456,3.1027643337536266
135,36.0,35.45647110815511,1.0839816379235847,2.605576886234496
136,20.0,93.82996074694267,0.91597930117503,4.05352849261644
137,20.0,92.51876324455128,1.0454564589071624,4.068671176311515
138,50.0,14.918024757494289,1.4286874587957317,3.5296488499638112
139,49.0,12.586679160102864,1.079966769938571,4.460096377952909
140,26.0,39.41282473210565,1.298957713317087,2.582051508557724
141,50.0,97.9479800734985,0.5886499095123487,3.2641202940607714
142,34.28526645768025,68.33647470092153,0.6520201659374635,1.7590220300128503
143,53.0,48.39850704380145,0.5620223177112873,1.5648868644458895
144,24.0,40.82202748531485,0.8585097552605067,2.1137453147617897
145,39.0,39.41635123535521,1.4391423916740758,3.854031158307036
146,25.0,96.1306549753026,1.229853762789865,3.808280213059589
147,53.0,76.71020088763608,0.7440978360051504,2.009349434243908
148,44.0,92.34972774080148,1.2138636753804055,2.098188009326151
149,49.0,99.88962602875206,0.8646936965924951,1.5097662464564323
150,56.0,43.65228978914904,0.9043770848706398,4.42002406103332
151,41.0,21.543058200597752,0.8717847224462818,4.713965892943978
152,15.0,7.543497176319613,0.6515643246137828,1.0025877369549936
153,55.0,81.86109506672476,0.8700827863763833,3.1178658066767717
154,49.0,97.6389554201215,0.897493353090304,3.145668801465465
155,29.0,66.14916689469858,0.804367337130455,4.943896756370202
156,48.0,64.96495327030871,0.6627048298963181,3.084207771528818
157,34.0,62.046530205433335,0.9038901879557252,2.8580682060751603
158,54.0,78.04832130473635,1.4999767590964994,4.941049600597745
159,26.0,96.9582947753119,1.2605001631299315,2.118137463448476
160,11.0,59.02702664079873,1.3380247567328407,4.716407455569654
161,29.0,41.52354564314015,0.8376542188118566,3.885230717146295
162,10.0,80.41122976615272,1.3128861388932385,3.768205883564066
163,18.0,22.49819324102281,0.7692849645664945,1.3711063915204993
164,34.28526645768025,10.669500480049276,1.49829409033166,2.0825227705952027
165,12.0,67.83461217514738,0.976206086786551,2.1324823296052733
166,40.0,21.584439276550004,1.0965881907118644,3.286641054553158
167,22.0,64.83790266082441,1.4477375235006638,1.6877303840983997
168,26.0,7.663622132802117,1.1009831599000952,2.9836851558857167
169,14.0,0.521633370769492,1.063839597222796,3.917510379070552
170,41.0,51.59334097566733,1.383702758811589,2.9836851558857167
171,52.0,91.5969025181043,0.8970490198067642,1.2068681786007671
172,21.0,19.601481197773584,1.039736914979885,4.289328656715527
173,57.0,35.9610568977571,1.2491116406666718,4.855096240590127
174,54.0,26.707369994233037,1.2071051624173197,4.593135275759603
175,23.0,71.67806772833099,1.3835912873256668,1.8972822026667904
176,36.0,0.9309843286173236,0.6388555906757459,1.7769849162851608
177,15.0,44.62390662876793,0.6873467863160336,3.908052026607941
178,26.0,89.36226519314717,0.7007892628777497,2.172243743210408
179,14.0,52.15932195406221,0.9676502073622444,2.061887990055511
180,45.0,74.27086344198311,0.8299618300189563,2.3671766293477905
181,50.0,71.96302751465613,1.246154319499866,2.480023665171566
182,36.0,45.87229272384443,1.0311652306759482,3.634911622245613
183,31.0,82.58337446799915,0.575902330279276,4.791409908174848
184,17.0,89.92571965794345,1.0920331805908063,1.7321527522612965
185,21.0,44.90440351309821,0.7775135409096547,1.3830731679486608
186,17.0,34.74407253223932,0.721800479252983,1.1218217978104592
187,59.0,55.41974252680287,1.4891741115968342,3.46814180571125
188,39.0,16.235085564059627,1.0467882942451692,2.715567534263774
189,11.0,65.98553848010198,1.182211378936784,3.1894272922488267
190,46.0,86.66015005922198,1.129845206860995,2.5163197456971105
191,58.0,24.905236515648387,1.3676424148831845,1.8191688972987723
192,44.0,4.983976651017274,0.5216560014295581,2.3971635865037326
193,39.0,54.27241718112901,1.2909421869046729,4.351693263457635
194,30.0,55.75976974239415,1.3407635526124988,3.403008136000094
195,13.0,89.03991252913441,0.8492033567653664,4.585285733828286
196,19.0,7.676351704837659,0.9867317313992682,4.475721184599752
197,33.0,23.0709954016317,0.7863539779838753,4.49951906668577
198,10.0,53.58542176267937,1.4147149746365146,3.468948666738985
199,29.0,59.13337013744141,1.2055804818690006,4.359688303456063
200,46.0,18.294464355892824,1.2013969023422617,1.1779911578169773
201,24.0,61.41836175255637,1.471371753691208,1.627480399751411
202,42.0,34.910924953709795,1.4674094116835432,2.777397312594227
203,27.0,87.7454401288784,0.5376528016270192,2.9836851558857167
204,42.0,64.53022022228463,0.9129369567047916,1.09818623207236
205,25.0,45.67380449061462,1.4320756102767611,4.802715951266423
206,50.0,93.25153485420344,0.7752018663341053,4.422994779250006
207,30.0,52.5190489811519,0.7374002935611045,4.662899703007255
208,38.0,86.38201153401126,0.6167771249594038,2.724485494202868
209,44.0,54.834042292535855,1.1105118473703848,2.9836851558857167
210,15.0,90.740632025116,0.8777431782399889,2.0602746357433004
211,31.0,74.6442905518687,1.2545010887075383,2.817415751027027
212,34.28526645768025,88.74310320577113,1.3352123375349494,2.8994490070920773
213,24.0,67.82503840672305,0.8983312377242159,3.89522376582516
214,24.0,9.642481992659146,1.154689779185726,4.560183758941195
215,14.0,75.00076167084437,0.5864246684826282,3.482912856283665
216,57.0,32.762902529161565,1.391855825111128,1.7041584433997694
217,16.0,43.41798881172426,1.4161348542027694,3.969059694671964
218,28.0,40.99627917423333,0.9482595040275892,4.902492468398013
219,25.0,78.12301587818204,0.7564007221107949,2.6744429851498026
220,60.0,49.46961967538827,1.0999575210921846,4.190584126308252
221,49.0,67.04369564452787,0.918874566190322,1.2275836839651468
222,48.0,43.570513339844,0.7744898963254444,3.977665801730421
223,33.0,6.044411471651512,1.44346282716389,2.9836851558857167
224,37.0,2.6221001742314454,0.7666722327141076,1.0623824045978707
225,13.0,29.505791472361675,0.6247752607990872,2.866555218829871
226,42.0,48.40060980511562,1.2727501570112951,2.834814749209238
227,21.0,65.96488176645636,1.121412109277856,2.9836851558857167
228,26.0,16.137290535700398,0.7672111611047222,2.9836851558857167
229,48.0,8.124518074867993,1.0748559220095455,3.03886737907718
230,29.0,21.916977064055608,0.963895055097268,4.638604291045567
231,16.0,18.89417631999758,1.3921344296515756,2.0023888178833733
232,33.0,38.035570945379895,0.6717435336058613,3.3539784071470677
233,29.0,29.49618499601712,0.7354905136513646,1.5459046272018222
234,57.0,7.893197431271826,0.6817313236875625,3.916400426657277
235,32.0,69.87188596037221,1.469972902577099,1.4683655589118514
236,51.0,70.45817319660628,0.5885516957049761,2.9836851558857167
237,32.0,54.79286788007124,0.6649028429658733,2.692045535205709
238,35.0,89.66762291154303,0.7162575346740483,2.8358505270592085
239,19.0,72.87064064556073,1.1988392939009378,1.55231195180814
240,37.0,54.67937968705841,0.6355753353129483,1.360484034564517
241,20.0,96.33243013452112,0.9884747091740896,4.131669178764595
242,46.0,15.428374353380024,0.8244332661117703,2.021228870320136
243,53.0,15.277560324083206,0.7040812552606486,2.24332870520712
244,29.0,47.76614907676412,0.8233483617809182,2.9836851558857167
245,17.0,88.53251704017715,0.9629718218701498,2.877829532942872
246,31.0,56.67450582512343,1.274337915722794,1.11883344091454
247,43.0,58.12414310570285,0.6957236829136926,1.692173180297912
248,11.0,35.6379251047517,0.9237477818849898,3.1846487504550325
249,39.0,72.10077319472323,1.2475292782343677,2.3480720474552235
250,55.0,8.582180282672635,1.3520873198230374,1.5210474605927111
251,59.0,69.32213246222473,1.3879896558952207,4.320008853208357
252,48.0,94.01052463143616,0.968559020380416,4.467222629803032
253,23.0,83.02452735148029,1.13761417067813,2.9836851558857167
254,48.0,73.94293334967696,1.4168420461184084,2.6106599429557305
255,30.0,78.9360881137367,1.4803658314552623,3.1195941292687706
256,47.0,48.36883440874636,1.2455443689354009,1.9078761260268453
257,57.0,60.22386313381183,1.3191207818046933,1.0235536950091495
258,59.0,38.33413695959439,1.0233150727702545,4.719366032529444
259,59.0,31.471664345634043,0.6779393463811066,3.788345490812019
260,41.0,29.841387594424585,0.8883534547182299,2.952914811210926
261,47.0,40.02145405959009,0.9980202767111008,1.6903973763510884
262,14.0,80.88937423864728,1.4836693574966069,1.5117648823361804
263,21.0,6.096395928486809,0.7151029114299755,1.5793080478018355
264,55.0,70.80092568338598,0.6333342954241504,2.008966544831192
265,46.0,13.129688476599288,1.003461321235018,4.666166967726635
266,58.0,59.90153304635864,0.7921072155985516,4.6990434669715135
267,53.0,98.83064722787329,0.840615135827072,4.522861125417085
268,55.0,39.395235328239295,0.7190068484532588,4.293017173070169
269,54.0,8.404237384136481,1.327886989238483,1.5050039020258557
270,32.0,52.63526127526863,0.8226604712896733,4.8390484221173615
271,25.0,3.931464182544775,0.7641878917269302,2.2588408003095903
272,24.0,93.04990917135972,0.8015801410509165,4.956914123319239
273,20.0,38.95854105741614,0.8943944892233074,3.0454953263947635
274,28.0,16.639884370338475,1.17479066736817,3.742047399572626
275,43.0,76.48433028551267,0.9104158419570116,1.1457247149398415
